"id","category_id","name","description","tags","price","is_active","created_at","updated_at","deleted_at"
14893,7,United Colors of Benetton Women Solid Blue Bags,Women Travel Accessory Summer,"Accessories,Accessories,Casual",41612.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14965,320,Newhide Smooth Finish Wallet,Men Wallets Fall,"Accessories,Wallets,Formal",32776.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14993,1017,ADIDAS Men Stripes Grey Sweaters,Men Sweaters Fall,"Apparel,Topwear,Casual",76782.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15081,1013,Mother Earth Women Printed Purple Kurtis,Women Kurtis Fall,"Apparel,Topwear,Ethnic",18850.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15218,350,United Colors of Benetton Solid Belt,Men Belts Summer,"Accessories,Belts,Casual",51088.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15259,2010,ADIDAS Originals Women Top Ten low Sleek White Casual Shoes,Women Casual Shoes Fall,"Footwear,Shoes,Casual",49801.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15266,2010,ADIDAS Originals Women Top Ten HI Sleek Gold Casual Shoes,Women Casual Shoes Fall,"Footwear,Shoes,Casual",47238.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15303,2211,ADIDAS Women Hispana Beige Sandals,Women Sports Sandals Fall,"Footwear,Sandal,Casual",27319.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15314,2011,ADIDAS Men Ranger White Sports Shoes,Men Sports Shoes Fall,"Footwear,Shoes,Sports",68650.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15337,1122,Nike Men Solid Olive Tracksuits,Men Tracksuits Fall,"Apparel,Bottomwear,Sports",79991.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15370,1016,Urban Yoga Women Solid Pink Sweatshirts,Women Sweatshirts Fall,"Apparel,Topwear,Casual",87517.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15461,1122,Puma Men Black Tracksuit,Men Tracksuits Fall,"Apparel,Bottomwear,Sports",81959.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15502,2010,Carlton London Women Casual Brown Casual Shoes,Women Casual Shoes Fall,"Footwear,Shoes,Casual",39652.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15653,3011,Belkin Unisex Simple Backpack Navy Blue Backpacks,Unisex Backpacks Fall,"Accessories,Bags,Casual",94527.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15750,1029,Facit Men Fitness Ves Navy Blue Innerwear Vests,Men Innerwear Vests Summer,"Apparel,Innerwear,Casual",87751.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15789,1310,Facit Men Grey Comfort Briefs,Men Briefs Summer,"Apparel,Innerwear,Casual",85191.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15825,1029,Facit Men Sportz Red Innerwear Vest,Men Innerwear Vests Summer,"Apparel,Innerwear,Casual",38402.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15956,7,Turtle Men Check Black Ties,Men Ties Fall,"Accessories,Ties,Formal",24360.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15960,7,Turtle Men Solid Navy Blue Ties,Men Ties Fall,"Accessories,Ties,Formal",29021.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
15975,1011,Turtle Solid Men Black Shirt,Men Shirts Fall,"Apparel,Topwear,Casual",92030.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16020,1112,Turtle Solid Men Grey Trouser,Men Trousers Fall,"Apparel,Bottomwear,Casual",32299.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16071,1112,Highlander Men Solid Beige Trouser,Men Trousers Fall,"Apparel,Bottomwear,Casual",98816.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16073,3014,Belkin Unisex Move Toploader Black Laptop Bag,Unisex Laptop Bag Fall,"Accessories,Bags,Casual",20057.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16174,220,Enroute Men Leather Brown Sandals,Men Sandals Fall,"Footwear,Sandal,Casual",65809.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16224,1122,Puma Men Poly Knitted Navy Blue Tracksuit,Men Tracksuits Fall,"Apparel,Bottomwear,Sports",86263.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16233,1016,Puma Men Ess Crew Grey Sweatshirt,Men Sweatshirts Fall,"Apparel,Topwear,Casual",23665.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16252,1119,United Colors of Benetton Women Solid Brown Stockings,Women Stockings Fall,"Apparel,Bottomwear,Casual",55485.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16355,1011,Peter England Men Stripes Purple Shirt,Men Shirts Fall,"Apparel,Topwear,Formal",74041.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16442,1016,Levis Men Printed Black Sweatshirts,Men Sweatshirts Fall,"Apparel,Topwear,Casual",33433.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16749,3012,Spice Art Women Glass Stylinc Multi Clutch,Women Clutches Winter,"Accessories,Bags,Casual",23793.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16755,3012,Spice Art Women Cherry Maroon Clutch,Women Clutches Winter,"Accessories,Bags,Casual",81999.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16800,1112,Highlander Men Solid Black Trouser,Men Trousers Fall,"Apparel,Bottomwear,Casual",64434.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16860,340,Idee Men Funky Eyewear Brown Sunglasses,Men Sunglasses Winter,"Accessories,Eyewear,Casual",86704.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16879,340,Police Unisex Casual Black Sunglasses,Unisex Sunglasses Winter,"Accessories,Eyewear,Casual",99029.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16890,340,Police Unisex Casual Black Sunglasses,Unisex Sunglasses Winter,"Accessories,Eyewear,Casual",64695.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
16906,1016,Status Quo Men Solid Maroon Sweatshirt,Men Sweatshirts Fall,"Apparel,Topwear,Casual",51876.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17112,3012,Lino Perros Women Beaded Grey Clutch,Women Clutches Winter,"Accessories,Bags,Casual",20850.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17129,3010,Lino Perros Women Classic Black  Handbag,Women Handbags Winter,"Accessories,Bags,Casual",99463.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17371,7,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,Men Accessory Gift Set Fall,"Accessories,Accessories,Formal",63996.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17385,7130,Reid & Taylor Men Check Red Muffler,Men Mufflers Fall,"Accessories,Mufflers,Casual",79834.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17389,7136,Reid & Taylor Men Solid Red Socks,Men Socks Summer,"Accessories,Socks,Casual",49586.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17464,1311,Beyouty Women Zena BR 01 Pink Bra,Women Bra Summer,"Apparel,Innerwear,Casual",22942.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17533,7125,ADIDAS Unisex Beanie Black Skull Caps,Unisex Hat Fall,"Accessories,Headwear,Casual",14224.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17629,1018,ADIDAS Men Solid Blue Jacket,Men Jackets Fall,"Apparel,Topwear,Casual",13508.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17640,7126,Puma Unisex Cat Black Headband,Unisex Headband Fall,"Accessories,Headwear,Sports",62789.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17641,7126,Puma Unisex Cat White Headband,Unisex Headband Fall,"Accessories,Headwear,Sports",68473.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17642,7126,Puma Unisex Cat Red Headband,Unisex Headband Fall,"Accessories,Headwear,Sports",75945.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17822,2012,Lee Cooper Men  Black Formal Shoe,Men Formal Shoes Fall,"Footwear,Shoes,Formal",32538.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
17931,1124,Nike Men Training Black Tights,Men Tights Summer,"Apparel,Bottomwear,Sports",35711.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
18001,1412,Puma Women Black Essential Skinny Capris,Women Lounge Pants Summer,"Apparel,Loungewear and Nightwear,Sports",83617.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
18050,320,Lino Perros Women Solid Brown Wallet,Women Wallets Winter,"Accessories,Wallets,Casual",66345.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
18164,3012,Spice Art Women Zircons Black Clutch,Women Clutches Winter,"Accessories,Bags,Casual",94218.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
18255,1012,Aneri Women Multi Coloured Kurta,Women Kurtas Summer,"Apparel,Topwear,Ethnic",20508.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
18342,3014,Fila Mendos Mens Navy Blue Bag,Men Laptop Bag Fall,"Accessories,Bags,Casual",69538.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
18434,3014,Vital Gear Women Purple Laptop Bag,Women Laptop Bag Summer,"Free Items,Free Gifts,Casual",58198.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
18627,1017,Puma Men Striped Full Zip Red Sweaters,Men Sweaters Fall,"Apparel,Topwear,Casual",14006.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
18695,1313,Hanes Men White Modern Duo Dry Cotton Stretch Trunks,Men Trunk Summer,"Apparel,Innerwear,Casual",92749.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
18771,7,Peter England Men Elite Grey Tie,Men Ties Summer,"Accessories,Ties,Formal",67751.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
18869,1113,Puma Women Black Core Track Pants,Women Track Pants Fall,"Apparel,Bottomwear,Casual",61820.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19012,1018,ADIDAS Originals Women Supergirl TT Pink Jacket,Women Jackets Summer,"Apparel,Topwear,Casual",67779.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19033,2013,Catwalk Women Mary Jane Tan Casual Shoes,Women Flats Winter,"Footwear,Shoes,Casual",36689.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19324,1016,Myntra Men Solid Maroon Sweatshirt,Men Sweatshirts Fall,"Apparel,Topwear,Casual",47952.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19441,7,Quiksilver Men Casual Black Gloves,Men Gloves Summer,"Accessories,Gloves,Casual",50207.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19442,7,Quiksilver Men Black Octo Gloves,Men Gloves Summer,"Accessories,Gloves,Casual",19732.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19541,7,United Colors of Benetton Men Solid Black Gloves,Men Gloves Fall,"Accessories,Gloves,Casual",49983.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19545,7,United Colors of Benetton Men Solid Grey Gloves,Men Gloves Fall,"Accessories,Gloves,Casual",26144.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19574,1113,United Colors of Benetton Men Solid Grey Track Pants,Men Track Pants Summer,"Apparel,Bottomwear,Casual",77530.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19739,7,United Colors of Benetton Women Stripes Blue Black Umbrella,Women Umbrellas Summer,"Accessories,Umbrellas,Casual",50084.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19740,7,United Colors of Benetton Green Graphic Design Umbrella,Women Umbrellas Summer,"Accessories,Umbrellas,Casual",26789.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19886,7115,ADIDAS Originals Unisex Dicolor Red Cap,Unisex Caps Fall,"Accessories,Headwear,Casual",81674.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19892,350,Lee Men Canvas Black Belt,Men Belts Fall,"Accessories,Belts,Casual",89007.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19914,3020,Wildcraft Unisex Blue & Grey Waist Pouch,Unisex Waist Pouch Winter,"Accessories,Bags,Casual",46556.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
19969,7115,United Colors of Benetton Men Solid Blue Cap,Men Caps Fall,"Accessories,Headwear,Casual",91894.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20036,1119,United Colors of Benetton Women Solid Black Tights,Women Stockings Fall,"Apparel,Bottomwear,Casual",88290.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20039,1124,United Colors of Benetton Women Olive Floral Design Tights,Women Tights Fall,"Apparel,Bottomwear,Casual",91181.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20058,1119,united Colors Of Benetton Women Grey Tight,Women Stockings Fall,"Apparel,Bottomwear,Casual",83797.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20068,7130,United Colors of Benetton Men Solid Green Muffler,Men Mufflers Summer,"Accessories,Mufflers,Casual",70305.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20218,1017,Wrangler Men Rib Charcoal Sweater,Men Sweaters Fall,"Apparel,Topwear,Casual",17681.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20303,1017,Jealous 21 Women Solid Purple Sweater,Women Sweaters Fall,"Apparel,Topwear,Casual",87420.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20365,1119,United Colors of Benetton Women Solid Dark Brown Tights,Women Stockings Fall,"Apparel,Bottomwear,Casual",69928.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20420,3010,Baggit Women Bijli Taj Purple Handbag,Women Handbags Winter,"Accessories,Bags,Casual",98547.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20549,350,Baggit Women Ditto Taj Beige Belt,Women Belts Winter,"Accessories,Belts,Casual",46995.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20568,3010,Baggit Women Brown Babe Opart Handbag,Women Handbags Winter,"Accessories,Bags,Casual",92149.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20578,3016,Baggit Women Panchnama Enzyme Blue Mobile Pouch,Women Mobile Pouch Winter,"Accessories,Bags,Casual",44299.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20581,3016,Baggit Women Angel Rosy Black Mobile Pouch,Women Mobile Pouch Winter,"Accessories,Bags,Casual",46893.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20617,3016,Baggit Women Chika Hoor Brown Mobile Pouch,Women Mobile Pouch Winter,"Accessories,Bags,Casual",17289.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
20938,3011,Fastrack Men Leatherette Black Backpack,Men Backpacks Winter,"Accessories,Bags,Casual",29928.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
21163,1020,s.Oliver Women Solid Grey Shrug,Women Shrug Fall,"Apparel,Topwear,Casual",47518.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
21240,4011,Manchester United Men Black Deo,Men Deodorant Spring,"Personal Care,Fragrance,Casual",61406.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
21250,3013,Skybags Unisex Navy Duffle Bag,Unisex Duffel Bag Summer,"Accessories,Bags,Casual",15202.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
21438,7115,Roxy Women Mellow Beanie Blue Cap,Women Caps Winter,"Accessories,Headwear,Casual",90459.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
21589,1123,Nabaiji Women Solid Black Swimsuit,Women Swimwear Summer,"Apparel,Bottomwear,Sports",27818.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
21882,1015,BIBA OUTLET Women Printed Navy Blue Kaftan Top,Women Tunics Fall,"Apparel,Topwear,Ethnic",20267.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
21911,1510,Biba Women Pink & Brown Printed Churidar Kurta with Dupatta,Women Kurta Sets Fall,"Apparel,Apparel Set,Ethnic",45266.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
21960,3010,Murcia Women Casual Blue Handbag,Women Handbags Winter,"Accessories,Bags,Casual",22051.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
21971,3010,Murcia Women Casual Multi Handbag,Women Handbags Winter,"Accessories,Bags,Casual",74691.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
22031,1012,Vishudh Women Printed Blue Kurta,Women Kurtas Fall,"Apparel,Topwear,Ethnic",94342.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
22126,2012,Provogue Men Brown Formal Shoes,Men Formal Shoes Fall,"Footwear,Shoes,Formal",35254.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
22457,1114,Myntra Women Cream Leggings,Women Leggings Fall,"Apparel,Bottomwear,Casual",29248.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
22502,2014,Catwalk  Women Blue Casual Flats,Women Heels Winter,"Footwear,Shoes,Casual",16657.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
22670,3020,Wildcraft Unisex Grey & Yellow Waist Pouch,Unisex Waist Pouch Winter,"Accessories,Bags,Casual",84918.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
22685,3020,Wildcraft Unisex Gear for Life Black Waist Pouch,Unisex Waist Pouch Winter,"Accessories,Bags,Casual",95464.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
22699,2011,Nike Men Ballista Black Sports Shoes,Men Sports Shoes Summer,"Footwear,Shoes,Sports",62010.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23068,1017,Arrow Men Blue Check Sweater,Men Sweaters Fall,"Apparel,Topwear,Casual",50871.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23119,1016,Quechua Men Warm Fleece Grey Sweatshirt,Men Sweatshirts Fall,"Apparel,Topwear,Casual",44793.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23145,1016,Quechua Women  Fleece Off-White Sweatshirt,Women Sweatshirts Fall,"Apparel,Topwear,Casual",64101.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23210,1014,Aneri Women Sequin Brown Top,Women Tops Fall,"Apparel,Topwear,Ethnic",59762.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23350,1314,Crusoe Men Elixir Boxer Assorted Short,Men Boxers Summer,"Apparel,Innerwear,Casual",61629.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23442,1015,Satya Paul Women Orange Printed Tunic,Women Tunics Fall,"Apparel,Topwear,Casual",73186.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23464,360,Lino Perros Men Black Check Scarf,Men Scarves Winter,"Accessories,Scarves,Casual",92628.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23471,360,Lino Perros Men Red Scarf,Men Scarves Winter,"Accessories,Scarves,Casual",34063.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23483,360,Arrow Men Blue Check Scarf,Men Scarves Summer,"Accessories,Scarves,Casual",50554.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23487,360,Arrow Men Grey Scarf,Men Scarves Summer,"Accessories,Scarves,Casual",94457.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23541,4012,Police Dark Men Fragrance Gift Set,Men Fragrance Gift Set Spring,"Personal Care,Fragrance,Casual",37264.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23565,4010,Baldessarini Ambre Men EDT Perfume,Men Perfume and Body Mist Spring,"Personal Care,Fragrance,Casual",47523.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23592,4010,Nike Fragrances Men Original Perfume,Men Perfume and Body Mist Spring,"Personal Care,Fragrance,Casual",45656.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23625,1014,Doodle Kids Girls Pink Retro Top,Girls Tops Fall,"Apparel,Topwear,Casual",50334.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23826,2110,Puma Unisex Blue Miami III Flip Flops,Unisex Flip Flops Fall,"Footwear,Flip Flops,Casual",49915.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
23932,2011,Lotto Men White Advantage  Sports Shoes,Men Sports Shoes Summer,"Footwear,Shoes,Sports",65951.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24050,1010,Locomotive Men Printed Blue T-shirt,Men Tshirts Fall,"Apparel,Topwear,Casual",62912.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24109,2110,Playboy Men Blue Casual Flip Flops,Men Flip Flops Fall,"Footwear,Flip Flops,Casual",85447.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24110,2110,Playboy Men Black Casual Flip Flops,Men Flip Flops Fall,"Footwear,Flip Flops,Casual",40815.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24168,1013,Aurelia Women Orange Striped Kurti,Women Kurtis Fall,"Apparel,Topwear,Ethnic",31834.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24455,2011,Nike Women Court Majestic White Shoes,Women Sports Shoes Summer,"Footwear,Shoes,Casual",37592.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24502,350,Pacific Gold Men Brown Leather Belt,Men Belts Fall,"Apparel,Topwear,Formal",87963.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24796,1510,Vishudh Women Red & Yellow Churidar Kurta with Dupatta,Women Kurta Sets Summer,"Apparel,Apparel Set,Ethnic",92213.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24809,1123,Nabaiji Unisex Pink Swimming Cap,Unisex Swimwear Fall,"Apparel,Bottomwear,Sports",46332.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24869,7130,Reid & Taylor Men Assorted Check Muffler,Men Mufflers Fall,"Accessories,Mufflers,Casual",81109.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24870,7130,Reid & Taylor Men Brown Muffler,Men Mufflers Fall,"Accessories,Mufflers,Casual",83783.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
24941,1014,United Colors of Benetton Kids Girls Pink Top,Girls Tops Summer,"Apparel,Topwear,Casual",79918.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25039,1111,Nike Men T90 Black Shorts,Men Shorts Summer,"Apparel,Bottomwear,Sports",71801.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25045,7,Lino Perros Men Formal Blue Red Accessory Gift Set,Men Accessory Gift Set Winter,"Accessories,Accessories,Formal",99643.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25048,7,Lino Perros Men Formal Purple Accessory Gift Set,Men Accessory Gift Set Winter,"Accessories,Accessories,Formal",30278.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25060,7,Lino Perros Men Formal Purple Accessory Gift Set,Men Accessory Gift Set Winter,"Accessories,Accessories,Formal",69733.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25065,7,Lino Perros Men Formal Brown Accessory Gift Set,Men Accessory Gift Set Winter,"Accessories,Accessories,Formal",10112.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25067,7,Lino Perros Men Formal Black Accessory Gift Set,Men Accessory Gift Set Winter,"Accessories,Accessories,Formal",26228.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25120,3012,Lino Perros Women Beaded Black Clutch,Women Clutches Winter,"Accessories,Bags,Casual",96313.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25362,1313,Levis Men Black & Grey Trunks,Men Trunk Summer,"Apparel,Innerwear,Casual",65403.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25371,1029,Levis Men Maroon Innerwear Vest,Men Innerwear Vests Summer,"Apparel,Innerwear,Casual",86232.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25401,7130,Nike Men Red & Blue FCB Muffler,Men Mufflers Summer,"Accessories,Mufflers,Casual",45708.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25420,2010,Nike Men Lite Force Black & White Shoes,Men Casual Shoes Spring,"Footwear,Shoes,Casual",45542.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25427,3015,Lee Unisex Casual Olive Bag,Unisex Messenger Bag Summer,"Accessories,Bags,Casual",86177.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25651,310,Fastrack Men Black Dial Watch N9336SL03,Men Watches Summer,"Accessories,Watches,Casual",83880.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25763,1022,Lino Perros Men Black & Green Suspenders,Men Suspenders Summer,"Apparel,Topwear,Formal",21366.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25764,1022,Lino Perros Men Black Suspenders,Men Suspenders Summer,"Apparel,Topwear,Formal",87239.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25765,1022,Lino Perros Men Light Brown Suspenders,Men Suspenders Summer,"Apparel,Topwear,Formal",27599.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25775,1022,Lino Perros Men Black Suspenders,Men Suspenders Summer,"Apparel,Topwear,Formal",92099.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25779,1022,Arrow Men Black Suspenders,Men Suspenders Summer,"Apparel,Topwear,Formal",98779.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25787,1022,Arrow Men Red Suspenders,Men Suspenders Summer,"Apparel,Topwear,Formal",63197.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25793,1022,Arrow Men Maroon Suspenders,Men Suspenders Summer,"Apparel,Topwear,Formal",11659.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25861,3014,American Tourister Unisex Black Laptop Bag,Unisex Laptop Bag Winter,"Accessories,Bags,Casual",45877.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25889,1114,Femella Women Cream Leggings,Women Leggings Summer,"Apparel,Bottomwear,Casual",30072.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
25907,1210,Femella Women Purple Dress,Women Dresses Summer,"Apparel,Dress,Casual",53737.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
26323,1122,Proline Men Navy Tracksuit,Men Tracksuits Fall,"Apparel,Bottomwear,Sports",52317.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
26371,1020,Arrow Woman Check Pink Shirt,Women Shrug Summer,"Apparel,Topwear,Casual",93379.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
26664,2010,Puma Men Metamostro Black Shoes,Men Casual Shoes Fall,"Footwear,Shoes,Casual",48610.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
26817,1112,Arrow Men Navy Blue Trousers,Men Trousers Summer,"Apparel,Bottomwear,Formal",67455.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
26862,1021,Jealous 21 Women Washed Blue Waistcoat,Women Waistcoat Summer,"Apparel,Topwear,Casual",98484.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
26988,1118,Jealous 21 Women Blue Jeggings,Women Jeggings Fall,"Apparel,Bottomwear,Casual",34442.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
